160222_1450,1,globals,Period,NumPeriods,RepeatTreatment,numSubjects,groupSize,numGroups,TRUE,FALSE,Choices,prof,minChoice,fee,rate,a,b,c,choice1,choice2,choice3,choice4,choice5,InfoTime,Time,LastPeriod,groupID,groupIDs[1],groupIDs[2],groupIDs[3],groupIDs[4],groupIDs[5],groupIDs[6],groupIDs[7],groupIDs[8],groupIDs[9],groupIDs[10],groupIDs[11],groupIDs[12],groupIDs[13],groupIDs[14],groupIDs[15],groupIDs[16],groupIDs[17],groupIDs[18],subjectID,pointID,randID,id,au[1],au[2],au[3],au[4],au[5],au[6],au[7],au[8],au[9],au[10],au[11],au[12],au[13],au[14],au[15],au[16],au[17],au[18],Role[1],Role[2],Role[3],Role[4],Role[5],Role[6],Role[7],Role[8],Role[9],Role[10],Role[11],Role[12],Role[13],Role[14],Role[15],Role[16],Role[17],Role[18],i,g
160222_1450,1,subjects,6,2,1,0,0,0,0,0,0,0,0,5.56,0,0,0,0,1,1,1,0,-,-,-,-,-,12.13017751,-32.1969697,-,-,2,4,9,11,16,18,1,5,99999,5,0.98,5.56,5,7,5,5,6,6,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,6,3,1,0,0,0,0,0,0,0,0,2.76,0,0,0,0,3,3,1,0,-,-,-,-,-,2.958579882,-32.38636364,-,-,3,7,12,13,14,15,1,4,99999,3,0.62,2.76,4,5,7,4,3,3,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,6,4,1,0,0,0,0,0,0,0,0,5.4,0,0,0,0,1,1,2,0,-,-,-,-,-,34.83727811,-20.26515152,-,-,4,2,9,11,16,18,1,7,99999,5,0.9,5.4,7,5,5,5,6,6,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,6,5,1,0,0,0,0,0,0,0,0,3.36,0,0,0,0,2,2,2,0,-,-,-,-,-,-0.073964497,-29.73484848,-,-,5,1,6,8,10,17,1,4,992,3,0.62,3.36,4,4,3,3,3,3,200,993,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,6,6,1,0,0,0,0,0,0,0,0,4,0,0,0,0,2,2,3,0,-,-,-,-,-,-11.02071006,-31.81818182,-,-,6,1,5,8,10,17,1,3,99999,3,0.66,4,3,4,4,3,3,3,195,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,6,7,1,0,0,0,0,0,0,0,0,2.8,0,0,0,0,3,3,2,0,-,-,-,-,-,14.42307692,-32.38636364,-,-,7,3,12,13,14,15,1,5,99999,3,0.58,2.8,5,4,7,4,3,3,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,6,8,1,0,0,0,0,0,0,0,0,4.08,0,0,0,0,2,2,4,0,-,-,-,-,-,-9.24556213,-29.54545455,-,-,8,1,5,6,10,17,1,3,990,3,0.66,4.08,3,4,4,3,3,3,194,991,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,6,9,1,0,0,0,0,0,0,0,0,5.88,0,0,0,0,1,1,3,0,-,-,-,-,-,16.64201183,-19.6969697,-,-,9,2,4,11,16,18,1,5,99999,5,0.98,5.88,5,5,7,5,6,6,197,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,6,10,1,0,0,0,0,0,0,0,0,3.48,0,0,0,0,2,2,5,0,-,-,-,-,-,-17.01183432,-28.78787879,-,-,10,1,5,6,8,17,1,3,99999,3,0.66,3.48,3,4,4,3,3,3,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,6,11,1,0,0,0,0,0,0,0,0,5.52,0,0,0,0,1,1,4,0,-,-,-,-,-,8.801775148,-25.9469697,-,-,11,2,4,9,16,18,1,5,99999,5,0.98,5.52,5,5,7,5,6,6,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,6,12,1,0,0,0,0,0,0,0,0,2.8,0,0,0,0,3,3,3,0,-,-,-,-,-,36.09467456,-19.6969697,-,-,12,3,7,13,14,15,1,7,99999,3,0.5,2.8,7,4,5,4,3,3,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,6,13,1,0,0,0,0,0,0,0,0,2.76,0,0,0,0,3,3,4,0,-,-,-,-,-,0,-20.45454545,-,-,13,3,7,12,14,15,1,4,994,3,0.62,2.76,4,4,5,7,3,3,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,6,14,1,0,0,0,0,0,0,0,0,3.16,0,0,0,0,3,3,5,0,-,-,-,-,-,-8.875739645,-30.87121212,-,-,14,3,7,12,13,15,1,3,99999,3,0.66,3.16,3,4,5,7,4,3,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,6,15,1,0,0,0,0,0,0,0,0,3.24,0,0,0,0,3,3,6,0,-,-,-,-,-,-16.34615385,-29.35606061,-,-,15,3,7,12,13,14,1,3,99999,3,0.66,3.24,3,4,5,7,4,3,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,6,16,1,0,0,0,0,0,0,0,0,5.64,0,0,0,0,1,1,5,0,-,-,-,-,-,29.36390533,-26.51515152,-,-,16,2,4,9,11,18,1,6,99999,5,0.94,5.64,6,5,7,5,5,6,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,6,17,1,0,0,0,0,0,0,0,0,3.6,0,0,0,0,2,2,6,0,-,-,-,-,-,-11.90828402,-32.38636364,-,-,17,1,5,6,8,10,1,3,994,3,0.66,3.6,3,4,4,3,3,3,195,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,6,18,1,0,0,0,0,0,0,0,0,5.6,0,0,0,0,1,1,6,0,-,-,-,-,-,21.81952663,-29.54545455,-,-,18,2,4,9,11,16,1,6,99999,5,0.94,5.6,6,5,7,5,5,6,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,globals,Period,NumPeriods,RepeatTreatment,numSubjects,groupSize,numGroups,TRUE,FALSE,Choices,prof,minChoice,fee,rate,a,b,c,choice1,choice2,choice3,choice4,choice5,InfoTime,Time,LastPeriod,groupID,groupIDs[1],groupIDs[2],groupIDs[3],groupIDs[4],groupIDs[5],groupIDs[6],groupIDs[7],groupIDs[8],groupIDs[9],groupIDs[10],groupIDs[11],groupIDs[12],groupIDs[13],groupIDs[14],groupIDs[15],groupIDs[16],groupIDs[17],groupIDs[18],subjectID,pointID,randID,id,au[1],au[2],au[3],au[4],au[5],au[6],au[7],au[8],au[9],au[10],au[11],au[12],au[13],au[14],au[15],au[16],au[17],au[18],Role[1],Role[2],Role[3],Role[4],Role[5],Role[6],Role[7],Role[8],Role[9],Role[10],Role[11],Role[12],Role[13],Role[14],Role[15],Role[16],Role[17],Role[18],i,g
160222_1450,1,globals,7,10,0,18,6,3,1,0,0,0,0,8,1,0.2,0.04,0.18,0,0,0,0,0,200,1000,10,4,2,3,2,1,2,3,1,1,3,2,1,3,2,2,1,1,3,3,19,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,2,3,3,4,4,4,5,6,5,6,5,6,19,2
160222_1450,1,subjects,Period,Subject,Group,Profit,TotalProfit,Participate,payoff[1],payoff[2],payoff[3],payoff[4],payoff[5],payoff[6],payoff[7],payoff[8],payoff[9],payoff[10],GroupID,firstGroupID,role,button,Input11,Input12,Input13,Input14,Input15,x,y,TimeContinueComprehensionPayoffsOK,TimeContinueGroupRandomizationMessageOK,r0,r1,r2,r3,r4,r5,ready,Choices,TimeOKMainStageOK,minChoice,prof,payment,choice0,choice1,choice2,choice3,choice4,choice5,TimeContinueInfornationOK,TimePlotSelectMainStageOK,TimePlotSelectComprehensionPayoffsOK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,7,1,1,0,0,0,0,0,0,0,0,0,4.38,0,0,0,2,2,1,0,-,-,-,-,-,-8.949704142,-25.75757576,-,-,1,5,6,8,10,17,1,3,983,3,0.66,4.38,3,4,3,3,4,3,200,985,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,7,2,1,0,0,0,0,0,0,0,0,0,6.5,0,0,0,1,1,1,0,-,-,-,-,-,21.96745562,-25.9469697,-,-,2,4,9,11,16,18,1,6,990,5,0.94,6.5,6,7,5,5,5,5,200,992,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,7,3,1,0,0,0,0,0,0,0,0,0,3.38,0,0,0,3,3,1,0,-,-,-,-,-,-0.147928994,-19.88636364,-,-,3,7,12,13,14,15,1,4,99999,3,0.62,3.38,4,6,3,7,3,3,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,7,4,1,0,0,0,0,0,0,0,0,0,6.3,0,0,0,1,1,2,0,-,-,-,-,-,39.27514793,-23.10606061,-,-,4,2,9,11,16,18,1,7,99999,5,0.9,6.3,7,6,5,5,5,5,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,7,5,1,0,0,0,0,0,0,0,0,0,3.98,0,0,0,2,2,2,0,-,-,-,-,-,4.142011834,-31.43939394,-,-,5,1,6,8,10,17,1,4,99999,3,0.62,3.98,4,3,3,3,4,3,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,7,6,1,0,0,0,0,0,0,0,0,0,4.66,0,0,0,2,2,3,0,-,-,-,-,-,-14.20118343,-26.32575758,-,-,6,1,5,8,10,17,1,3,99999,3,0.66,4.66,3,3,4,3,4,3,193,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,7,7,1,0,0,0,0,0,0,0,0,0,3.34,0,0,0,3,3,2,0,-,-,-,-,-,26.33136095,-29.73484848,-,-,7,3,12,13,14,15,1,6,99999,3,0.54,3.34,6,4,3,7,3,3,196,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,7,8,1,0,0,0,0,0,0,0,0,0,4.74,0,0,0,2,2,4,0,-,-,-,-,-,-8.875739645,-26.32575758,-,-,8,1,5,6,10,17,1,3,990,3,0.66,4.74,3,3,4,3,4,3,196,993,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,7,9,1,0,0,0,0,0,0,0,0,0,6.86,0,0,0,1,1,3,0,-,-,-,-,-,16.42011834,-32.38636364,-,-,9,2,4,11,16,18,1,5,99999,5,0.98,6.86,5,6,7,5,5,5,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,7,10,1,0,0,0,0,0,0,0,0,0,4.1,0,0,0,2,2,5,0,-,-,-,-,-,1.99704142,-32.1969697,-,-,10,1,5,6,8,17,1,4,99999,3,0.62,4.1,4,3,4,3,3,3,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,7,11,1,0,0,0,0,0,0,0,0,0,6.5,0,0,0,1,1,4,0,-,-,-,-,-,12.94378698,-32.38636364,-,-,11,2,4,9,16,18,1,5,99999,5,0.98,6.5,5,6,7,5,5,5,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,7,12,1,0,0,0,0,0,0,0,0,0,3.46,0,0,0,3,3,3,0,-,-,-,-,-,-16.05029586,-32.1969697,-,-,12,3,7,13,14,15,1,3,99999,3,0.66,3.46,3,4,6,7,3,3,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,7,13,1,0,0,0,0,0,0,0,0,0,3.26,0,0,0,3,3,4,0,-,-,-,-,-,35.79881657,-32.00757576,-,-,13,3,7,12,14,15,1,7,1000,3,0.5,3.26,7,4,6,3,3,3,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,7,14,1,0,0,0,0,0,0,0,0,0,3.82,0,0,0,3,3,5,0,-,-,-,-,-,-13.31360947,-26.51515152,-,-,14,3,7,12,13,15,1,3,99999,3,0.66,3.82,3,4,6,3,7,3,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,7,15,1,0,0,0,0,0,0,0,0,0,3.9,0,0,0,3,3,6,0,-,-,-,-,-,-9.023668639,-26.70454545,-,-,15,3,7,12,13,14,1,3,99999,3,0.66,3.9,3,4,6,3,7,3,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,7,16,1,0,0,0,0,0,0,0,0,0,6.62,0,0,0,1,1,5,0,-,-,-,-,-,10.0591716,-20.07575758,-,-,16,2,4,9,11,18,1,5,99999,5,0.98,6.62,5,6,7,5,5,5,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,7,17,1,0,0,0,0,0,0,0,0,0,4.26,0,0,0,2,2,6,0,-,-,-,-,-,-12.27810651,-32.38636364,-,-,17,1,5,6,8,10,1,3,99999,3,0.66,4.26,3,3,4,3,3,4,194,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,7,18,1,0,0,0,0,0,0,0,0,0,6.58,0,0,0,1,1,6,0,-,-,-,-,-,14.27514793,-32.38636364,-,-,18,2,4,9,11,16,1,5,99999,5,0.98,6.58,5,6,7,5,5,5,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,globals,Period,NumPeriods,RepeatTreatment,numSubjects,groupSize,numGroups,TRUE,FALSE,Choices,prof,minChoice,fee,rate,a,b,c,choice1,choice2,choice3,choice4,choice5,InfoTime,Time,LastPeriod,groupID,groupIDs[1],groupIDs[2],groupIDs[3],groupIDs[4],groupIDs[5],groupIDs[6],groupIDs[7],groupIDs[8],groupIDs[9],groupIDs[10],groupIDs[11],groupIDs[12],groupIDs[13],groupIDs[14],groupIDs[15],groupIDs[16],groupIDs[17],groupIDs[18],subjectID,pointID,randID,id,au[1],au[2],au[3],au[4],au[5],au[6],au[7],au[8],au[9],au[10],au[11],au[12],au[13],au[14],au[15],au[16],au[17],au[18],Role[1],Role[2],Role[3],Role[4],Role[5],Role[6],Role[7],Role[8],Role[9],Role[10],Role[11],Role[12],Role[13],Role[14],Role[15],Role[16],Role[17],Role[18],i,g
160222_1450,1,globals,8,10,0,18,6,3,1,0,0,0,0,8,1,0.2,0.04,0.18,0,0,0,0,0,200,1000,10,4,3,2,3,3,2,1,3,1,2,1,3,1,3,2,1,2,2,1,19,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,4,2,3,3,5,4,6,4,5,5,6,6,19,0
160222_1450,1,subjects,Period,Subject,Group,Profit,TotalProfit,Participate,payoff[1],payoff[2],payoff[3],payoff[4],payoff[5],payoff[6],payoff[7],payoff[8],payoff[9],payoff[10],GroupID,firstGroupID,role,button,Input11,Input12,Input13,Input14,Input15,x,y,TimeContinueComprehensionPayoffsOK,TimeContinueGroupRandomizationMessageOK,r0,r1,r2,r3,r4,r5,ready,Choices,TimeOKMainStageOK,minChoice,prof,payment,choice0,choice1,choice2,choice3,choice4,choice5,TimeContinueInfornationOK,TimePlotSelectMainStageOK,TimePlotSelectComprehensionPayoffsOK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,8,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,2,2,1,0,-,-,-,-,-,3.99408284,-26.51515152,-,-,1,5,6,8,10,17,1,4,993,3,0.62,5,4,3,4,4,3,7,200,995,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,8,2,1,0,0,0,0,0,0,0,0,0,0,7.48,0,0,1,1,1,0,-,-,-,-,-,12.5,-32.38636364,-,-,2,4,9,11,16,18,1,5,99999,5,0.98,7.48,5,7,5,5,5,5,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,8,3,1,0,0,0,0,0,0,0,0,0,0,4.04,0,0,3,3,1,0,-,-,-,-,-,-11.46449704,-32.00757576,-,-,3,7,12,13,14,15,1,3,99999,3,0.66,4.04,3,3,3,3,3,3,99999,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,8,4,1,0,0,0,0,0,0,0,0,0,0,7.2,0,0,1,1,2,0,-,-,-,-,-,40.31065089,-25.18939394,-,-,4,2,9,11,16,18,1,7,99999,5,0.9,7.2,7,5,5,5,5,5,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,8,5,1,0,0,0,0,0,0,0,0,0,0,4.64,0,0,2,2,2,0,-,-,-,-,-,-12.5,-20.07575758,-,-,5,1,6,8,10,17,1,3,993,3,0.66,4.64,3,4,4,4,3,7,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,8,6,1,0,0,0,0,0,0,0,0,0,0,5.28,0,0,2,2,3,0,-,-,-,-,-,0.517751479,-27.08333333,-,-,6,1,5,8,10,17,1,4,99999,3,0.62,5.28,4,4,3,4,3,7,194,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,8,7,1,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,2,0,-,-,-,-,-,-14.20118343,-23.67424242,-,-,7,3,12,13,14,15,1,3,99999,3,0.66,4,3,3,3,3,3,3,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,8,8,1,0,0,0,0,0,0,0,0,0,0,5.36,0,0,2,2,4,0,-,-,-,-,-,-4.142011834,-25,-,-,8,1,5,6,10,17,1,4,982,3,0.62,5.36,4,4,3,4,3,7,200,983,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,8,9,1,0,0,0,0,0,0,0,0,0,0,7.84,0,0,1,1,3,0,-,-,-,-,-,13.83136095,-32.1969697,-,-,9,2,4,11,16,18,1,5,99999,5,0.98,7.84,5,5,7,5,5,5,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,8,10,1,0,0,0,0,0,0,0,0,0,0,4.76,0,0,2,2,5,0,-,-,-,-,-,-11.46449704,-28.03030303,-,-,10,1,5,6,8,17,1,3,99999,3,0.66,4.76,3,4,3,4,4,7,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,8,11,1,0,0,0,0,0,0,0,0,0,0,7.48,0,0,1,1,4,0,-,-,-,-,-,16.12426036,-32.1969697,-,-,11,2,4,9,16,18,1,5,99999,5,0.98,7.48,5,5,7,5,5,5,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,8,12,1,0,0,0,0,0,0,0,0,0,0,4.12,0,0,3,3,3,0,-,-,-,-,-,-11.76035503,-32.38636364,-,-,12,3,7,13,14,15,1,3,99999,3,0.66,4.12,3,3,3,3,3,3,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,8,13,1,0,0,0,0,0,0,0,0,0,0,3.92,0,0,3,3,4,0,-,-,-,-,-,-16.93786982,-24.43181818,-,-,13,3,7,12,14,15,1,3,992,3,0.66,3.92,3,3,3,3,3,3,200,994,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,8,14,1,0,0,0,0,0,0,0,0,0,0,4.48,0,0,3,3,5,0,-,-,-,-,-,-9.541420118,-29.16666667,-,-,14,3,7,12,13,15,1,3,99999,3,0.66,4.48,3,3,3,3,3,3,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,8,15,1,0,0,0,0,0,0,0,0,0,0,4.56,0,0,3,3,6,0,-,-,-,-,-,-10.13313609,-31.62878788,-,-,15,3,7,12,13,14,1,3,99999,3,0.66,4.56,3,3,3,3,3,3,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,8,16,1,0,0,0,0,0,0,0,0,0,0,7.6,0,0,1,1,5,0,-,-,-,-,-,14.42307692,-21.78030303,-,-,16,2,4,9,11,18,1,5,99999,5,0.98,7.6,5,5,7,5,5,5,199,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,8,17,1,0,0,0,0,0,0,0,0,0,0,4.76,0,0,2,2,6,0,-,-,-,-,-,39.12721893,-32.00757576,-,-,17,1,5,6,8,10,1,7,99999,3,0.5,4.76,7,4,3,4,4,3,196,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,8,18,1,0,0,0,0,0,0,0,0,0,0,7.56,0,0,1,1,6,0,-,-,-,-,-,11.61242604,-32.00757576,-,-,18,2,4,9,11,16,1,5,99999,5,0.98,7.56,5,5,7,5,5,5,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
